timestamp,tanker_count,confidence_score,cloud_flag,lat,lon,source
2026-03-30T15:01:59.697976+00:00,9,1.0,False,35.9,-5.3,simulation
2026-03-30T15:02:04.827712+00:00,4,1.0,False,35.9,-5.3,simulation
2026-03-30T15:02:05.161207+00:00,12,0.8064,False,35.9,-5.3,simulation
2026-03-30T15:02:05.463651+00:00,9,1.0,False,35.9,-5.3,simulation
2026-03-30T15:02:05.871038+00:00,8,0.4678,False,35.9,-5.3,simulation
2026-03-30T15:02:06.315339+00:00,8,0.4722,False,35.9,-5.3,simulation
2026-03-31T02:06:26.021053+00:00,4,1.0,False,35.9,-5.3,simulation
2026-03-31T07:09:30.364435+00:00,6,1.0,False,35.9,-5.3,simulation
2026-03-31T13:12:52.680526+00:00,12,1.0,False,35.9,-5.3,simulation
2026-03-31T18:59:01.246829+00:00,5,0.3681,False,35.9,-5.3,simulation
2026-04-01T02:22:38.297805+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-01T07:16:50.164801+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-01T13:16:01.504358+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-01T18:58:18.907363+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-02T02:02:31.705638+00:00,7,0.6629,False,35.9,-5.3,simulation
2026-04-02T07:08:46.807880+00:00,9,1.0,False,35.9,-5.3,simulation
2026-04-02T13:07:06.999466+00:00,6,0.3851,False,35.9,-5.3,simulation
2026-04-02T18:53:49.017255+00:00,9,0.5516,False,35.9,-5.3,simulation
2026-04-03T02:04:31.237455+00:00,3,0.7839,False,35.9,-5.3,simulation
2026-04-03T07:04:11.359930+00:00,5,0.3787,False,35.9,-5.3,simulation
2026-04-03T12:58:35.035561+00:00,10,0.8422,False,35.9,-5.3,simulation
2026-04-03T18:42:27.759609+00:00,6,0.7487,False,35.9,-5.3,simulation
2026-04-04T01:56:34.241909+00:00,6,1.0,False,35.9,-5.3,simulation
2026-04-04T06:57:54.727295+00:00,11,0.3386,False,35.9,-5.3,simulation
2026-04-04T12:50:42.820067+00:00,10,1.0,False,35.9,-5.3,simulation
2026-04-04T18:38:19.412783+00:00,6,1.0,False,35.9,-5.3,simulation
2026-04-05T02:10:19.700811+00:00,4,1.0,False,35.9,-5.3,simulation
2026-04-05T07:02:10.119329+00:00,2,1.0,False,35.9,-5.3,simulation
2026-04-05T12:52:45.218538+00:00,5,0.3304,False,35.9,-5.3,simulation
2026-04-05T18:40:18.934156+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-06T02:11:21.096842+00:00,6,0.6942,False,35.9,-5.3,simulation
2026-04-06T07:26:13.407696+00:00,10,1.0,False,35.9,-5.3,simulation
2026-04-06T13:04:18.925398+00:00,5,0.8114,False,35.9,-5.3,simulation
2026-04-06T18:55:20.340096+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-07T02:06:52.317565+00:00,10,1.0,False,35.9,-5.3,simulation
2026-04-07T07:12:25.026821+00:00,4,0.8163,False,35.9,-5.3,simulation
2026-04-07T13:13:56.232765+00:00,9,0.2881,False,35.9,-5.3,simulation
2026-04-07T19:00:10.076169+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-08T02:07:47.835225+00:00,5,1.0,False,35.9,-5.3,simulation
2026-04-08T07:14:49.542969+00:00,4,1.0,False,35.9,-5.3,simulation
2026-04-08T13:15:54.086664+00:00,7,0.8338,False,35.9,-5.3,simulation
2026-04-08T19:12:44.018061+00:00,7,0.6691,False,35.9,-5.3,simulation
2026-04-09T02:00:24.168239+00:00,15,1.0,False,35.9,-5.3,simulation
2026-04-09T07:18:08.882956+00:00,8,0.8498,False,35.9,-5.3,simulation
2026-04-09T13:21:28.058880+00:00,5,0.4284,False,35.9,-5.3,simulation
2026-04-09T19:01:39.696807+00:00,3,1.0,False,35.9,-5.3,simulation
2026-04-10T02:12:50.215483+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-10T07:23:59.468130+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-10T13:03:39.564153+00:00,5,0.4316,False,35.9,-5.3,simulation
2026-04-10T18:47:56.264233+00:00,7,0.8828,False,35.9,-5.3,simulation
2026-04-11T02:01:01.887381+00:00,4,1.0,False,35.9,-5.3,simulation
2026-04-11T06:58:09.000805+00:00,8,0.5774,False,35.9,-5.3,simulation
2026-04-11T12:52:21.202875+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-11T18:40:22.779025+00:00,6,1.0,False,35.9,-5.3,simulation
2026-04-12T02:22:53.810028+00:00,2,0.8124,False,35.9,-5.3,simulation
2026-04-12T07:10:31.856554+00:00,9,1.0,False,35.9,-5.3,simulation
2026-04-12T12:56:14.570264+00:00,8,0.2415,False,35.9,-5.3,simulation
2026-04-12T18:42:45.934927+00:00,10,0.67,False,35.9,-5.3,simulation
2026-04-13T02:27:23.103220+00:00,8,0.0454,False,35.9,-5.3,simulation
2026-04-13T07:58:59.204714+00:00,4,1.0,False,35.9,-5.3,simulation
2026-04-13T13:21:07.946628+00:00,4,0.7588,False,35.9,-5.3,simulation
2026-04-13T19:12:06.538389+00:00,7,1.0,False,35.9,-5.3,simulation
2026-04-14T02:13:43.527215+00:00,4,0.5064,False,35.9,-5.3,simulation
2026-04-14T07:27:02.142181+00:00,9,0.3057,False,35.9,-5.3,simulation
2026-04-14T13:19:59.687518+00:00,10,1.0,False,35.9,-5.3,simulation
2026-04-14T19:10:09.354473+00:00,10,1.0,False,35.9,-5.3,simulation
2026-04-15T02:10:40.100508+00:00,11,1.0,False,35.9,-5.3,simulation
2026-04-15T07:27:30.287365+00:00,4,0.3691,False,35.9,-5.3,simulation
2026-04-15T13:19:33.995768+00:00,7,0.3865,False,35.9,-5.3,simulation
2026-04-15T19:12:47.025806+00:00,13,1.0,False,35.9,-5.3,simulation
2026-04-16T02:26:49.563925+00:00,12,1.0,False,35.9,-5.3,simulation
2026-04-16T07:28:08.786672+00:00,5,0.0,True,35.9,-5.3,simulation
2026-04-16T13:24:33.395612+00:00,10,0.4579,False,35.9,-5.3,simulation
2026-04-16T19:08:06.564876+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-17T02:14:33.373407+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-17T07:28:44.270540+00:00,9,1.0,False,35.9,-5.3,simulation
2026-04-17T13:13:26.002291+00:00,9,1.0,False,35.9,-5.3,simulation
2026-04-17T18:56:47.563716+00:00,8,1.0,False,35.9,-5.3,simulation
2026-04-18T02:05:42.646415+00:00,3,0.7497,False,35.9,-5.3,simulation
2026-04-18T07:03:40.245594+00:00,9,0.6457,False,35.9,-5.3,simulation
2026-04-18T12:56:52.221669+00:00,15,1.0,False,35.9,-5.3,simulation
2026-04-18T18:44:01.700143+00:00,11,0.6453,False,35.9,-5.3,simulation
